date,vt1,vt1.5,vt2,vt2.5,vt3,ma1,ma2,ma3,ct1,ct2,ct3,ny1,ny2,ny3,pa1,pa2,pa3,de1,de2,de3,md1,md2,md3,vt1.cum,vt1.5.cum,vt2.cum,vt2.5.cum,vt3.cum,ma1.cum,ma2.cum,ma3.cum,ct1.cum,ct2.cum,ct3.cum,ny1.cum,ny2.cum,ny3.cum,pa1.cum,pa2.cum,pa3.cum,de1.cum,de2.cum,de3.cum,md1.cum,md2.cum,md3.cum,,,,,,,,,
11/22/22,0,0,0,0,0,2.838797794,2.838797794,2.838797794,0,0,0,0,0,0,2.323233438,2.323233438,2.323233438,5.582858804,5.582858804,5.582858804,5.154754009,5.154754009,5.154754009,881.2381453,728.3381453,645.9381453,519.6490121,445.4516066,792.952342,556.1421171,245.4323929,600.3153644,443.8005136,228.1002997,525.2613271,397.026676,272.8555263,391.7340911,266.3839839,47.53748908,603.5347056,307.2287931,11.06216228,415.3816161,305.4986309,24.07713093,,,,,,,,,
11/23/22,0,0,0,0,0,3.779756395,3.779756395,3.779756395,1.375432353,1.375432353,1.375432353,1.371741451,1.371741451,1.371741451,4.046032325,4.046032325,4.046032325,6.916652262,6.916652262,6.916652262,7.405369607,7.405369607,7.405369607,881.2381453,728.3381453,645.9381453,519.6490121,445.4516066,796.7320984,559.9218735,249.2121493,601.6907968,445.175946,229.4757321,526.6330686,398.3984174,274.2272678,395.7801235,270.4300162,51.5835214,610.4513578,314.1454453,17.97881454,422.7869858,312.9040005,31.48250054,,,,,,,,,
11/24/22,0.095099795,0.095099795,0.095099795,0.095099795,0.095099795,1.679134524,1.679134524,1.679134524,3.189220311,3.189220311,3.189220311,0.798366485,0.798366485,0.798366485,4.135402398,4.135402398,4.135402398,7.601248991,7.601248991,7.601248991,6.178027817,6.178027817,6.178027817,881.3332451,728.4332451,646.0332451,519.7441119,445.5467064,798.4112329,561.601008,250.8912839,604.8800171,448.3651663,232.6649524,527.4314351,399.1967839,275.0256343,399.9155259,274.5654186,55.7189238,618.0526068,321.7466943,25.58006353,428.9650136,319.0820284,37.66052835,,,,,,,,,
11/25/22,1.128774342,1.128774342,1.128774342,1.128774342,1.128774342,3.712841372,3.712841372,3.712841372,2.628129363,2.628129363,2.628129363,4.234076858,4.234076858,4.234076858,3.14586659,3.14586659,3.14586659,7.445801907,7.445801907,7.445801907,10.6345,10.6345,10.6345,882.4620194,729.5620194,647.1620194,520.8728862,446.6754807,802.1240743,565.3138494,254.6041252,607.5081465,450.9932956,235.2930817,531.6655119,403.4308608,279.2597111,403.0613925,277.7112852,58.86479039,625.4984087,329.1924962,33.02586544,439.5995136,329.7165284,48.29502835,,,,,,,,,
11/26/22,2.485762165,2.485762165,2.485762165,2.485762165,2.485762165,5.987160585,5.987160585,5.987160585,2.567147315,2.567147315,2.567147315,1.508835339,1.508835339,1.508835339,4.836257595,4.836257595,4.836257595,6.179892267,6.179892267,6.179892267,7.359508773,7.359508773,7.359508773,884.9477816,732.0477816,649.6477816,523.3586484,449.1612429,808.1112348,571.30101,260.5912858,610.0752938,453.560443,237.860229,533.1743473,404.9396961,280.7685464,407.8976501,282.5475428,63.70104799,631.678301,335.3723885,39.2057577,446.9590223,337.0760371,55.65453713,,,,,,,,,
11/27/22,5.010815714,5.010815714,5.010815714,5.010815714,5.010815714,1.818916493,1.818916493,1.818916493,5.08304299,5.08304299,5.08304299,4.552312203,4.552312203,4.552312203,3.541902803,3.541902803,3.541902803,13.85,13.85,13.85,11.7811,11.7811,11.7811,889.9585973,737.0585973,654.6585973,528.3694641,454.1720586,809.9301513,573.1199265,262.4102023,615.1583368,458.6434859,242.943272,537.7266595,409.4920083,285.3208587,411.4395529,286.0894456,67.24295079,645.528301,349.2223885,53.0557577,458.7401223,348.8571371,67.43563713,,,,,,,,,
11/28/22,0,0,0,0,0,3.577712114,3.577712114,3.577712114,7.288124779,7.288124779,7.288124779,3.067701199,3.067701199,3.067701199,3.908371775,3.908371775,3.908371775,7.319156735,7.319156735,7.319156735,9.8335,9.8335,9.8335,889.9585973,737.0585973,654.6585973,528.3694641,454.1720586,813.5078635,576.6976386,265.9879144,622.4464615,465.9316107,250.2313968,540.7943607,412.5597095,288.3885599,415.3479246,289.9978174,71.15132257,652.8474577,356.5415452,60.37491444,468.5736223,358.6906371,77.26913713,,,,,,,,,
11/29/22,0,0,0,0,0,0.25246886,0.25246886,0.25246886,2.248622552,2.248622552,2.248622552,0,0,0,1.07787234,1.07787234,1.07787234,3.734854484,3.734854484,3.734854484,3.868827753,3.868827753,3.868827753,889.9585973,737.0585973,654.6585973,528.3694641,454.1720586,813.7603323,576.9501074,266.2403833,624.6950841,468.1802333,252.4800194,540.7943607,412.5597095,288.3885599,416.425797,291.0756897,72.2291949,656.5823122,360.2763997,64.10976892,472.4424501,362.5594649,81.13796488,,,,,,,,,
11/30/22,2.539938794,2.539938794,2.539938794,2.539938794,2.539938794,5.022502504,5.022502504,5.022502504,0.604313682,0.604313682,0.604313682,0.410584335,0.410584335,0.410584335,2.240528844,2.240528844,2.240528844,9.67436697,9.67436697,9.67436697,8.6599,8.6599,8.6599,892.4985361,739.5985361,657.1985361,530.9094029,456.7119974,818.7828348,581.9726099,271.2628858,625.2993978,468.784547,253.084333,541.204945,412.9702939,288.7991442,418.6663258,293.3162186,74.46972375,666.2566792,369.9507667,73.78413589,481.1023501,371.2193649,89.79786488,,,,,,,,,
12/1/22,0,0,0,0,0,0.049087612,0.049087612,0.049087612,5.441716817,5.441716817,5.441716817,3.097741087,3.097741087,3.097741087,0,0,0,0.426570505,0.426570505,0.426570505,0.907232326,0.907232326,0.907232326,892.4985361,739.5985361,657.1985361,530.9094029,456.7119974,818.8319224,582.0216976,271.3119734,630.7411146,474.2262638,258.5260499,544.3026861,416.0680349,291.8968853,418.6663258,293.3162186,74.46972375,666.6832497,370.3773372,74.2107064,482.0095824,372.1265972,90.70509721,,,,,,,,,
12/2/22,0.105507167,0.105507167,0.105507167,0.105507167,0.105507167,0.613144573,0.613144573,0.613144573,0,0,0,0,0,0,0.075318913,0.075318913,0.075318913,2.601198343,2.601198343,2.601198343,2.373921291,2.373921291,2.373921291,892.6040433,739.7040433,657.3040433,531.0149101,456.8175046,819.445067,582.6348421,271.925118,630.7411146,474.2262638,258.5260499,544.3026861,416.0680349,291.8968853,418.7416447,293.3915375,74.54504266,669.284448,372.9785355,76.81190474,484.3835037,374.5005185,93.0790185,,,,,,,,,
12/3/22,4.198566471,4.198566471,4.198566471,4.198566471,4.198566471,5.926143987,5.926143987,5.926143987,2.874858511,2.874858511,2.874858511,0.288124779,0.288124779,0.288124779,4.51168819,4.51168819,4.51168819,12.4,12.4,12.4,12.403,12.403,12.403,896.8026097,743.9026097,661.5026097,535.2134766,461.016071,825.371211,588.5609861,277.851262,633.6159731,477.1011223,261.4009084,544.5908109,416.3561597,292.1850101,423.2533329,297.9032257,79.05673085,681.684448,385.3785355,89.21190474,496.7865037,386.9035185,105.4820185,,,,,,,,,
12/4/22,0,0,0,0,0,0.611396361,0.611396361,0.611396361,5.281504497,5.281504497,5.281504497,3.097741087,3.097741087,3.097741087,0,0,0,1.115539159,1.115539159,1.115539159,1.827141124,1.827141124,1.827141124,896.8026097,743.9026097,661.5026097,535.2134766,461.016071,825.9826074,589.1723825,278.4626583,638.8974776,482.3826268,266.6824129,547.688552,419.4539008,295.2827511,423.2533329,297.9032257,79.05673085,682.7999872,386.4940747,90.3274439,498.6136448,388.7306596,107.3091596,,,,,,,,,
12/5/22,0.371291792,0.371291792,0.371291792,0.371291792,0.371291792,0.822846113,0.822846113,0.822846113,0,0,0,0,0,0,0.535928307,0.535928307,0.535928307,3.00659357,3.00659357,3.00659357,3.030968915,3.030968915,3.030968915,897.1739015,744.2739015,661.8739015,535.5847684,461.3873628,826.8054535,589.9952286,279.2855044,638.8974776,482.3826268,266.6824129,547.688552,419.4539008,295.2827511,423.7892612,298.439154,79.59265916,685.8065808,389.5006683,93.33403747,501.6446138,391.7616285,110.3401285,,,,,,,,,
12/6/22,4.8,4.8,4.8,4.8,4.8,0.556588345,0.556588345,0.556588345,1.658467921,1.658467921,1.658467921,0.327068233,0.327068233,0.327068233,0.432651092,0.432651092,0.432651092,8.361672575,8.361672575,8.361672575,3.838400211,3.838400211,3.838400211,901.9739015,749.0739015,666.6739015,540.3847684,466.1873628,827.3620418,590.5518169,279.8420928,640.5559455,484.0410947,268.3408808,548.0156202,419.780969,295.6098194,424.2219123,298.8718051,80.02531025,694.1682533,397.8623409,101.69571,505.483014,395.6000287,114.1785287,,,,,,,,,
12/7/22,5.85,5.85,5.85,5.85,5.85,9.55,9.55,9.55,10.5,10.5,10.5,4.839645083,4.839645083,4.839645083,8,8,8,19.4,19.4,19.4,12.997,12.997,12.997,907.8239015,754.9239015,672.5239015,546.2347684,472.0373628,836.9120418,600.1018169,289.3920928,651.0559455,494.5410947,278.8408808,552.8552653,424.6206141,300.4494645,432.2219123,306.8718051,88.02531025,713.5682533,417.2623409,121.09571,518.480014,408.5970287,127.1755287,,,,,,,,,
12/8/22,0.160090836,0.160090836,0.160090836,0.160090836,0.160090836,3.755971403,3.755971403,3.755971403,10,10,10,7,7,7,3.15246488,3.15246488,3.15246488,10.8,10.8,10.8,10.5418,10.5418,10.5418,907.9839924,755.0839924,672.6839924,546.3948592,472.1974537,840.6680132,603.8577883,293.1480642,661.0559455,504.5410947,288.8408808,559.8552653,431.6206141,307.4494645,435.3743772,310.02427,91.17777513,724.3682533,428.0623409,131.89571,529.021814,419.1388287,137.7173287,,,,,,,,,
12/9/22,0,0,0,0,0,0.963539167,0.963539167,0.963539167,2.700650252,2.700650252,2.700650252,0.136681806,0.136681806,0.136681806,0,0,0,1.534661902,1.534661902,1.534661902,2.344065003,2.344065003,2.344065003,907.9839924,755.0839924,672.6839924,546.3948592,472.1974537,841.6315524,604.8213275,294.1116033,663.7565958,507.241745,291.541531,559.9919471,431.7572959,307.5861463,435.3743772,310.02427,91.17777513,725.9029152,429.5970028,133.4303719,531.365879,421.4828937,140.0613937,,,,,,,,,
12/10/22,0,0,0,0,0,0,0,0,0.563903077,0.563903077,0.563903077,0,0,0,0,0,0,2.054523191,2.054523191,2.054523191,2.529626528,2.529626528,2.529626528,907.9839924,755.0839924,672.6839924,546.3948592,472.1974537,841.6315524,604.8213275,294.1116033,664.3204988,507.805648,292.1054341,559.9919471,431.7572959,307.5861463,435.3743772,310.02427,91.17777513,727.9574384,431.6515259,135.4848951,533.8955055,424.0125203,142.5910203,,,,,,,,,
12/11/22,0,0,0,0,0,0,0,0,0,0,0,0.273363613,0.273363613,0.273363613,0,0,0,4.727713801,4.727713801,4.727713801,1.66904096,1.66904096,1.66904096,907.9839924,755.0839924,672.6839924,546.3948592,472.1974537,841.6315524,604.8213275,294.1116033,664.3204988,507.805648,292.1054341,560.2653107,432.0306595,307.8595099,435.3743772,310.02427,91.17777513,732.6851522,436.3792397,140.2126089,535.5645465,425.6815612,144.2600612,,,,,,,,,
12/12/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.798268073,0.798268073,0.798268073,1.101651088,1.101651088,1.101651088,907.9839924,755.0839924,672.6839924,546.3948592,472.1974537,841.6315524,604.8213275,294.1116033,664.3204988,507.805648,292.1054341,560.2653107,432.0306595,307.8595099,435.3743772,310.02427,91.17777513,733.4834203,437.1775078,141.010877,536.6661975,426.7832123,145.3617123,,,,,,,,,
12/13/22,0,0,0,0,0,0.152168771,0.152168771,0.152168771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,907.9839924,755.0839924,672.6839924,546.3948592,472.1974537,841.7837212,604.9734963,294.2637721,664.3204988,507.805648,292.1054341,560.2653107,432.0306595,307.8595099,435.3743772,310.02427,91.17777513,733.4834203,437.1775078,141.010877,536.6661975,426.7832123,145.3617123,,,,,,,,,
12/14/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,907.9839924,755.0839924,672.6839924,546.3948592,472.1974537,841.7837212,604.9734963,294.2637721,664.3204988,507.805648,292.1054341,560.2653107,432.0306595,307.8595099,435.3743772,310.02427,91.17777513,733.4834203,437.1775078,141.010877,536.6661975,426.7832123,145.3617123,,,,,,,,,
12/15/22,0.204346216,0.204346216,0.204346216,0.204346216,0.204346216,0.019557853,0.019557853,0.019557853,0,0,0,0,0,0,0,0,0,5.464270898,5.464270898,5.464270898,4.382600408,4.382600408,4.382600408,908.1883386,755.2883386,672.8883386,546.5992054,472.4017999,841.803279,604.9930541,294.28333,664.3204988,507.805648,292.1054341,560.2653107,432.0306595,307.8595099,435.3743772,310.02427,91.17777513,738.9476912,442.6417787,146.4751479,541.048798,431.1658127,149.7443127,,,,,,,,,
12/16/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.976941398,6.976941398,6.976941398,6.4252,6.4252,6.4252,908.1883386,755.2883386,672.8883386,546.5992054,472.4017999,841.803279,604.9930541,294.28333,664.3204988,507.805648,292.1054341,560.2653107,432.0306595,307.8595099,435.3743772,310.02427,91.17777513,745.9246326,449.6187201,153.4520893,547.473998,437.5910127,156.1695127,,,,,,,,,
12/17/22,0,0,0,0,0,0.512943877,0.512943877,0.512943877,0,0,0,0,0,0,0,0,0,1.730270737,1.730270737,1.730270737,2.799211531,2.799211531,2.799211531,908.1883386,755.2883386,672.8883386,546.5992054,472.4017999,842.3162229,605.505998,294.7962738,664.3204988,507.805648,292.1054341,560.2653107,432.0306595,307.8595099,435.3743772,310.02427,91.17777513,747.6549033,451.3489909,155.18236,550.2732095,440.3902243,158.9687243,,,,,,,,,
12/18/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244554165,0.244554165,0.244554165,0.751158141,0.751158141,0.751158141,908.1883386,755.2883386,672.8883386,546.5992054,472.4017999,842.3162229,605.505998,294.7962738,664.3204988,507.805648,292.1054341,560.2653107,432.0306595,307.8595099,435.3743772,310.02427,91.17777513,747.8994575,451.593545,155.4269142,551.0243676,441.1413824,159.7198824,,,,,,,,,
12/19/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205877447,0.205877447,0.205877447,908.1883386,755.2883386,672.8883386,546.5992054,472.4017999,842.3162229,605.505998,294.7962738,664.3204988,507.805648,292.1054341,560.2653107,432.0306595,307.8595099,435.3743772,310.02427,91.17777513,747.8994575,451.593545,155.4269142,551.2302451,441.3472599,159.9257599,,,,,,,,,
12/20/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908.1883386,755.2883386,672.8883386,546.5992054,472.4017999,842.3162229,605.505998,294.7962738,664.3204988,507.805648,292.1054341,560.2653107,432.0306595,307.8595099,435.3743772,310.02427,91.17777513,747.8994575,451.593545,155.4269142,551.2302451,441.3472599,159.9257599,,,,,,,,,
12/21/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123546637,0.123546637,0.123546637,0.326155811,0.326155811,0.326155811,0.342645109,0.342645109,0.342645109,908.1883386,755.2883386,672.8883386,546.5992054,472.4017999,842.3162229,605.505998,294.7962738,664.3204988,507.805648,292.1054341,560.2653107,432.0306595,307.8595099,435.4979238,310.1478166,91.30132177,748.2256133,451.9197008,155.75307,551.5728902,441.689905,160.268405,,,,,,,,,
12/22/22,0,0,0,0,0,0,0,0,0,0,0,0.227769216,0.227769216,0.227769216,0.138422607,0.138422607,0.138422607,6.901037647,6.901037647,6.901037647,5.546685914,5.546685914,5.546685914,908.1883386,755.2883386,672.8883386,546.5992054,472.4017999,842.3162229,605.505998,294.7962738,664.3204988,507.805648,292.1054341,560.4930799,432.2584288,308.0872791,435.6363464,310.2862392,91.43974437,755.126651,458.8207385,162.6541077,557.1195761,447.2365909,165.8150909,,,,,,,,,
12/23/22,2.588805252,2.588805252,2.588805252,2.588805252,2.588805252,5.386106716,5.386106716,5.386106716,4.969977546,4.969977546,4.969977546,2.067701199,2.067701199,2.067701199,0,0,0,5.745743621,5.745743621,5.745743621,5.12125815,5.12125815,5.12125815,910.7771438,757.8771438,675.4771438,549.1880107,474.9906051,847.7023296,610.8921047,300.1823806,669.2904764,512.7756256,297.0754117,562.5607811,434.32613,310.1549803,435.6363464,310.2862392,91.43974437,760.8723946,464.5664821,168.3998513,562.2408342,452.357849,170.936349,,,,,,,,,
12/24/22,0,0,0,0,0,0,0,0,3.822739883,3.822739883,3.822739883,0.521483832,0.521483832,0.521483832,0,0,0,0,0,0,0,0,0,910.7771438,757.8771438,675.4771438,549.1880107,474.9906051,847.7023296,610.8921047,300.1823806,673.1132163,516.5983655,300.8981516,563.0822649,434.8476138,310.6764641,435.6363464,310.2862392,91.43974437,760.8723946,464.5664821,168.3998513,562.2408342,452.357849,170.936349,,,,,,,,,
12/25/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,910.7771438,757.8771438,675.4771438,549.1880107,474.9906051,847.7023296,610.8921047,300.1823806,673.1132163,516.5983655,300.8981516,563.0822649,434.8476138,310.6764641,435.6363464,310.2862392,91.43974437,760.8723946,464.5664821,168.3998513,562.2408342,452.357849,170.936349,,,,,,,,,
12/26/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,910.7771438,757.8771438,675.4771438,549.1880107,474.9906051,847.7023296,610.8921047,300.1823806,673.1132163,516.5983655,300.8981516,563.0822649,434.8476138,310.6764641,435.6363464,310.2862392,91.43974437,760.8723946,464.5664821,168.3998513,562.2408342,452.357849,170.936349,,,,,,,,,
12/27/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161773478,0.161773478,0.161773478,0.203049045,0.203049045,0.203049045,910.7771438,757.8771438,675.4771438,549.1880107,474.9906051,847.7023296,610.8921047,300.1823806,673.1132163,516.5983655,300.8981516,563.0822649,434.8476138,310.6764641,435.6363464,310.2862392,91.43974437,761.0341681,464.7282556,168.5616248,562.4438833,452.5608981,171.1393981,,,,,,,,,
12/28/22,0,0,0,0,0,0.044417748,0.044417748,0.044417748,0,0,0,0,0,0,0.483771701,0.483771701,0.483771701,2.348765617,2.348765617,2.348765617,2.328463785,2.328463785,2.328463785,910.7771438,757.8771438,675.4771438,549.1880107,474.9906051,847.7467473,610.9365225,300.2267983,673.1132163,516.5983655,300.8981516,563.0822649,434.8476138,310.6764641,436.1201181,310.7700109,91.92351608,763.3829337,467.0770212,170.9103904,564.7723471,454.8893619,173.4678619,,,,,,,,,
12/29/22,0.82849142,0.82849142,0.82849142,0.82849142,0.82849142,2.098270684,2.098270684,2.098270684,0,0,0,0.115838242,0.115838242,0.115838242,3.401833476,3.401833476,3.401833476,5.189045781,5.189045781,5.189045781,3.981545218,3.981545218,3.981545218,911.6056353,758.7056353,676.3056353,550.0165021,475.8190966,849.845018,613.0347932,302.325069,673.1132163,516.5983655,300.8981516,563.1981032,434.963452,310.7923024,439.5219516,314.1718444,95.32534955,768.5719795,472.266067,176.0994362,568.7538923,458.8709071,177.4494071,,,,,,,,,
12/30/22,5.9,5.9,5.9,5.9,5.9,3.367979546,3.367979546,3.367979546,0.58304299,0.58304299,0.58304299,4.759588685,4.759588685,4.759588685,3.292682478,3.292682478,3.292682478,10.03768463,10.03768463,10.03768463,9.528378591,9.528378591,9.528378591,917.5056353,764.6056353,682.2056353,555.9165021,481.7190966,853.2129976,616.4027727,305.6930485,673.6962593,517.1814085,301.4811945,567.9576919,439.7230407,315.551891,442.8146341,317.4645269,98.61803203,778.6096641,482.3037516,186.1371208,578.2822709,468.3992857,186.9777857,,,,,,,,,
12/31/22,6.25,6.25,6.25,6.25,6.25,2.836618542,2.836618542,2.836618542,5.82116867,5.82116867,5.82116867,13,13,13,2.657568897,2.657568897,2.657568897,17.25,17.25,17.25,9.4042,9.4042,9.4042,923.7556353,770.8556353,688.4556353,562.1665021,487.9690966,856.0496161,619.2393912,308.5296671,679.5174279,523.0025771,307.3023632,580.9576919,452.7230407,328.551891,445.472203,320.1220958,101.2756009,795.8596641,499.5537516,203.3871208,587.6864709,477.8034857,196.3819857,,,,,,,,,
1/1/23,1.850691399,1.850691399,1.850691399,1.850691399,1.850691399,2.814572622,2.814572622,2.814572622,9.5,9.5,9.5,5.327068233,5.327068233,5.327068233,4.626104331,4.626104331,4.626104331,10.8,10.8,10.8,12.4642,12.4642,12.4642,925.6063267,772.7063267,690.3063267,564.0171935,489.819788,858.8641887,622.0539639,311.3442397,689.0174279,532.5025771,316.8023632,586.2847601,458.050109,333.8789593,450.0983073,324.7482001,105.9017053,806.6596641,510.3537516,214.1871208,600.1506709,490.2676857,208.8461857,,,,,,,,,
1/2/23,0.417786332,0.417786332,0.417786332,0.417786332,0.417786332,4.525383251,4.525383251,4.525383251,2.643844856,2.643844856,2.643844856,1.062155638,1.062155638,1.062155638,5.25,5.25,5.25,11.40943573,11.40943573,11.40943573,10.22078416,10.22078416,10.22078416,926.024113,773.124113,690.724113,564.4349798,490.2375743,863.389572,626.5793471,315.869623,691.6612728,535.146422,319.4462081,587.3469157,459.1122646,334.9411149,455.3483073,329.9982001,111.1517053,818.0690998,521.7631873,225.5965565,610.371455,500.4884698,219.0669698,,,,,,,,,
1/3/23,0,0,0,0,0,0,0,0,1.375432353,1.375432353,1.375432353,2.779669087,2.779669087,2.779669087,10,10,10,19.05,19.05,19.05,16.516,16.516,16.516,926.024113,773.124113,690.724113,564.4349798,490.2375743,863.389572,626.5793471,315.869623,693.0367051,536.5218543,320.8216404,590.1265848,461.8919337,337.720784,465.3483073,339.9982001,121.1517053,837.1190998,540.8131873,244.6465565,626.887455,517.0044698,235.5829698,,,,,,,,,
1/4/23,0,0,0,0,0,1.215693661,1.215693661,1.215693661,2.326191168,2.326191168,2.326191168,9,9,9,15.65,15.65,15.65,23.8,23.8,23.8,17.956,17.956,17.956,926.024113,773.124113,690.724113,564.4349798,490.2375743,864.6052657,627.7950408,317.0853166,695.3628963,538.8480455,323.1478316,599.1265848,470.8919337,346.720784,480.9983073,355.6482001,136.8017053,860.9190998,564.6131873,268.4465565,644.843455,534.9604698,253.5389698,,,,,,,,,
1/5/23,0,0,0,0,0,0.730476467,0.730476467,0.730476467,6,6,6,8.707672981,8.707672981,8.707672981,5.432531524,5.432531524,5.432531524,15,15,15,14.32,14.32,14.32,926.024113,773.124113,690.724113,564.4349798,490.2375743,865.3357421,628.5255172,317.8157931,701.3628963,544.8480455,329.1478316,607.8342578,479.5996067,355.428457,486.4308388,361.0807316,142.2342368,875.9190998,579.6131873,283.4465565,659.163455,549.2804698,267.8589698,,,,,,,,,
1/6/23,0,0,0,0,0,0,0,0,0.410584335,0.410584335,0.410584335,2.752086242,2.752086242,2.752086242,0,0,0,4.732187115,4.732187115,4.732187115,4.592809606,4.592809606,4.592809606,926.024113,773.124113,690.724113,564.4349798,490.2375743,865.3357421,628.5255172,317.8157931,701.7734806,545.2586298,329.5584159,610.586344,482.3516929,358.1805432,486.4308388,361.0807316,142.2342368,880.6512869,584.3453744,288.1787436,663.7562647,553.8732794,272.4517794,,,,,,,,,
1/7/23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14768301,2.14768301,2.14768301,3.871501875,3.871501875,3.871501875,926.024113,773.124113,690.724113,564.4349798,490.2375743,865.3357421,628.5255172,317.8157931,701.7734806,545.2586298,329.5584159,610.586344,482.3516929,358.1805432,486.4308388,361.0807316,142.2342368,882.7989699,586.4930575,290.3264266,667.6277665,557.7447813,276.3232813,,,,,,,,,
1/8/23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546561622,0.546561622,0.546561622,0.407562725,0.407562725,0.407562725,926.024113,773.124113,690.724113,564.4349798,490.2375743,865.3357421,628.5255172,317.8157931,701.7734806,545.2586298,329.5584159,610.586344,482.3516929,358.1805432,486.4308388,361.0807316,142.2342368,883.3455316,587.0396191,290.8729883,668.0353293,558.152344,276.730844,,,,,,,,,
1/9/23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.075549709,2.075549709,2.075549709,2.68612124,2.68612124,2.68612124,926.024113,773.124113,690.724113,564.4349798,490.2375743,865.3357421,628.5255172,317.8157931,701.7734806,545.2586298,329.5584159,610.586344,482.3516929,358.1805432,486.4308388,361.0807316,142.2342368,885.4210813,589.1151688,292.948538,670.7214505,560.8384653,279.4169653,,,,,,,,,
1/10/23,0,0,0,0,0,0.210700083,0.210700083,0.210700083,0,0,0,0,0,0,0,0,0,0.855174708,0.855174708,0.855174708,1.16202987,1.16202987,1.16202987,926.024113,773.124113,690.724113,564.4349798,490.2375743,865.5464422,628.7362173,318.0264932,701.7734806,545.2586298,329.5584159,610.586344,482.3516929,358.1805432,486.4308388,361.0807316,142.2342368,886.276256,589.9703435,293.8037127,671.8834804,562.0004951,280.5789951,,,,,,,,,
1/11/23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.193775337,1.193775337,1.193775337,1.343788115,1.343788115,1.343788115,926.024113,773.124113,690.724113,564.4349798,490.2375743,865.5464422,628.7362173,318.0264932,701.7734806,545.2586298,329.5584159,610.586344,482.3516929,358.1805432,486.4308388,361.0807316,142.2342368,887.4700313,591.1641188,294.997488,673.2272685,563.3442833,281.9227833,,,,,,,,,
1/12/23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377094844,0.377094844,0.377094844,11.47130843,11.47130843,11.47130843,10.666,10.666,10.666,926.024113,773.124113,690.724113,564.4349798,490.2375743,865.5464422,628.7362173,318.0264932,701.7734806,545.2586298,329.5584159,610.586344,482.3516929,358.1805432,486.8079337,361.4578264,142.6113316,898.9413397,602.6354273,306.4687965,683.8932685,574.0102833,292.5887833,,,,,,,,,
1/13/23,0,0,0,0,0,3.655348237,3.655348237,3.655348237,3.998534823,3.998534823,3.998534823,2.326191168,2.326191168,2.326191168,0.2598388,0.2598388,0.2598388,10.19309576,10.19309576,10.19309576,6.890010564,6.890010564,6.890010564,926.024113,773.124113,690.724113,564.4349798,490.2375743,869.2017904,632.3915656,321.6818414,705.7720155,549.2571647,333.5569507,612.9125352,484.6778841,360.5067344,487.0677725,361.7176652,142.8711704,909.1344355,612.828523,316.6618922,690.783279,580.9002938,299.4787938,,,,,,,,,
1/14/23,0,0,0,0,0,0,0,0,3.415882573,3.415882573,3.415882573,0,0,0,0,0,0,0,0,0,0,0,0,926.024113,773.124113,690.724113,564.4349798,490.2375743,869.2017904,632.3915656,321.6818414,709.187898,552.6730472,336.9728333,612.9125352,484.6778841,360.5067344,487.0677725,361.7176652,142.8711704,909.1344355,612.828523,316.6618922,690.783279,580.9002938,299.4787938,,,,,,,,,
1/15/23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521525678,0.521525678,0.521525678,0.699488625,0.699488625,0.699488625,926.024113,773.124113,690.724113,564.4349798,490.2375743,869.2017904,632.3915656,321.6818414,709.187898,552.6730472,336.9728333,612.9125352,484.6778841,360.5067344,487.0677725,361.7176652,142.8711704,909.6559612,613.3500487,317.1834179,691.4827677,581.5997824,300.1782824,,,,,,,,,
1/16/23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.163501625,2.163501625,2.163501625,2.868249002,2.868249002,2.868249002,3.926087561,3.926087561,3.926087561,926.024113,773.124113,690.724113,564.4349798,490.2375743,869.2017904,632.3915656,321.6818414,709.187898,552.6730472,336.9728333,612.9125352,484.6778841,360.5067344,489.2312741,363.8811669,145.034672,912.5242102,616.2182977,320.0516669,695.4088552,585.52587,304.10437,,,,,,,,,
