date,vt1,vt1.5,vt2,vt2.5,vt3,ma1,ma2,ma3,ny1,ny2,ny3,md1,md2,md3,pa1,pa2,pa3,de1,de2,de3,vt1.cum,vt1.5.cum,vt2.cum,vt2.5.cum,vt3.cum,ma1.cum,ma2.cum,ma3.cum,ny1.cum,ny2.cum,ny3.cum,md1.cum,md2.cum,md3.cum,pa1.cum,pa2.cum,pa3.cum,de1.cum,de2.cum,de3.cum
12/2/21,1.077955962,1.077955962,1.077955962,1.077955962,1.077955962,3.49,3.49,3.491757693,0.163534117,0.163534117,0.163534117,6.061361728,6.061361728,6.061361728,8.82732979,0.535928307,0.535928307,14.8,14.8,14.8,792.5306553,574.4306553,462.7148171,326.4148171,197.1148171,899.3,579.5469583,134.4168978,584.6142111,188.3021644,62.38402242,886.1587364,439.4309672,153.1543065,510.9032581,281.139154,34.49501625,648.6800347,227.4300347,92.64267084
12/3/21,0,0,0,0,0,0.32,0.32,0.319382166,3.123296153,3.123296153,3.123296153,11.63164674,11.63164674,11.63164674,0.207988214,0.432651092,0.432651092,6.685027183,6.685027183,6.685027183,792.5306553,574.4306553,462.7148171,326.4148171,197.1148171,899.62,579.8663405,134.73628,587.7375072,191.4254605,65.50731858,897.7903831,451.0626139,164.7859532,511.1112464,281.5718051,34.92766734,655.3650619,234.1150619,99.32769802
12/4/21,0,0,0,0,0,0.07,0.07,0.073643566,0,0,0,5.08304299,5.08304299,5.08304299,2.057375098,8,8,6.376649294,6.376649294,6.376649294,792.5306553,574.4306553,462.7148171,326.4148171,197.1148171,899.69,579.939984,134.8099236,587.7375072,191.4254605,65.50731858,902.8734261,456.1456569,169.8689962,513.1686215,289.5718051,42.92766734,661.7417112,240.4917112,105.7043473
12/5/21,0,0,0,0,0,1.16,1.16,1.158323294,0.798366485,0.798366485,0.798366485,6.947950152,6.947950152,6.947950152,0.83511108,3.15246488,3.15246488,5.138450467,5.138450467,5.138450467,792.5306553,574.4306553,462.7148171,326.4148171,197.1148171,900.85,581.0983073,135.9682469,588.5358737,192.223827,66.30568506,909.8213763,463.0936071,176.8169464,514.0037325,292.72427,46.08013222,666.8801616,245.6301616,110.8427978
12/6/21,2.680835301,2.680835301,2.680835301,2.680835301,2.680835301,5.96,5.96,5.959811278,2.134294629,2.134294629,2.134294629,4.128129363,4.128129363,4.128129363,3.87091401,0,0,17.1,17.1,17.1,795.2114906,577.1114906,465.3956524,329.0956524,199.7956524,906.81,587.0581186,141.9280581,590.6701683,194.3581216,68.43997969,913.9495056,467.2217364,180.9450757,517.8746465,292.72427,46.08013222,683.9801616,262.7301616,127.9427978
12/7/21,0,0,0,0,0,0.02,0.02,0.020786088,2.561249713,2.561249713,2.561249713,12.11904613,12.11904613,12.11904613,0,0,0,2.396775729,2.396775729,2.396775729,795.2114906,577.1114906,465.3956524,329.0956524,199.7956524,906.83,587.0789047,141.9488442,593.2314181,196.9193714,71.00122941,926.0685518,479.3407826,193.0641219,517.8746465,292.72427,46.08013222,686.3769374,265.1269374,130.3395735
12/8/21,0,0,0,0,0,0.00,0.00,0,0,0,0,0.124897677,0.124897677,0.124897677,0,0,0,0.039552745,0.039552745,0.039552745,795.2114906,577.1114906,465.3956524,329.0956524,199.7956524,906.83,587.0789047,141.9488442,593.2314181,196.9193714,71.00122941,926.1934495,479.4656802,193.1890196,517.8746465,292.72427,46.08013222,686.4164901,265.1664901,130.3791263
12/9/21,0,0,0,0,0,0.00,0.00,0,0,0,0,0.280440964,0.280440964,0.280440964,0,0,0,0.048802757,0.048802757,0.048802757,795.2114906,577.1114906,465.3956524,329.0956524,199.7956524,906.83,587.0789047,141.9488442,593.2314181,196.9193714,71.00122941,926.4738904,479.7461212,193.4694605,517.8746465,292.72427,46.08013222,686.4652929,265.2152929,130.427929
12/10/21,0,0,0,0,0,0.00,0.00,0,0,0,0,0.296505283,0.296505283,0.296505283,2.304883383,0,0,5.492010666,5.492010666,5.492010666,795.2114906,577.1114906,465.3956524,329.0956524,199.7956524,906.83,587.0789047,141.9488442,593.2314181,196.9193714,71.00122941,926.7703957,480.0426265,193.7659658,520.1795299,292.72427,46.08013222,691.9573035,270.7073035,135.9199397
12/11/21,5.574855387,5.574855387,5.574855387,5.574855387,5.574855387,6.84,6.84,6.844914555,1.826191168,1.826191168,1.826191168,8,8,8,6.844713078,0,0,19.1,19.1,19.1,800.786346,582.686346,470.9705078,334.6705078,205.3705078,913.67,593.9238192,148.7937588,595.0576092,198.7455625,72.82742057,934.7703957,488.0426265,201.7659658,527.024243,292.72427,46.08013222,711.0573035,289.8073035,155.0199397
12/12/21,1.51706024,1.51706024,1.51706024,1.51706024,1.51706024,1.87,1.87,1.871215449,6.641851806,6.641851806,6.641851806,14,14,14,0.429593765,0,0,4.250705862,4.250705862,4.250705862,802.3034063,584.2034063,472.487568,336.187568,206.887568,915.54,595.7950347,150.6649742,601.699461,205.3874143,79.46927238,948.7703957,502.0426265,215.7659658,527.4538368,292.72427,46.08013222,715.3080094,294.0580094,159.2706455
12/13/21,3.75,3.75,3.75,3.75,3.75,5.26,5.26,5.258730081,0.370016939,0.370016939,0.370016939,2.441716817,2.441716817,2.441716817,3.689533033,0,0,4.377337864,4.377337864,4.377337864,806.0534063,587.9534063,476.237568,339.937568,210.637568,920.8,601.0537648,155.9237043,602.069478,205.7574313,79.83928932,951.2121125,504.4843433,218.2076826,531.1433698,292.72427,46.08013222,719.6853473,298.4353473,163.6479834
12/14/21,0.68472421,0.68472421,0.68472421,0.68472421,0.68472421,3.90,3.90,3.902217285,2.694680849,2.694680849,2.694680849,4.777070064,4.777070064,4.777070064,2.282355512,0,0,5.573134801,5.573134801,5.573134801,806.7381305,588.6381305,476.9222922,340.6222922,211.3222922,924.7,604.9559821,159.8259216,604.7641588,208.4521121,82.53397017,955.9891826,509.2614134,222.9847527,533.4257253,292.72427,46.08013222,725.2584821,304.0084821,169.2211182
12/15/21,0.070233132,0.070233132,0.070233132,0.070233132,0.070233132,0.00,0.00,0,2.750864706,2.750864706,2.750864706,6.81269638,6.81269638,6.81269638,2.175806687,0,0,7.861541064,7.861541064,7.861541064,806.8083636,588.7083636,476.9925254,340.6925254,211.3925254,924.7,604.9559821,159.8259216,607.5150235,211.2029768,85.28483487,962.801879,516.0741097,229.7974491,535.601532,292.72427,46.08013222,733.1200231,311.8700231,177.0826593
12/16/21,8.6,8.6,8.6,8.6,8.6,9.58,9.58,9.576551559,4.527003854,4.527003854,4.527003854,9.5,9.5,9.5,13.25,0,0,15.65,15.65,15.65,815.4083636,597.3083636,485.5925254,349.2925254,219.9925254,934.28,614.5325336,169.4024731,612.0420274,215.7299807,89.81183873,972.301879,525.5741097,239.2974491,548.851532,292.72427,46.08013222,748.7700231,327.5200231,192.7326593
12/17/21,8.044494232,8.044494232,8.044494232,8.044494232,8.044494232,7.66,7.66,7.655212793,9.458539059,9.458539059,9.458539059,15.5,15.5,15.5,9.169766707,0,0,17.65,17.65,17.65,823.4528578,605.3528578,493.6370196,357.3370196,228.0370196,941.94,622.1877464,177.0576859,621.5005664,225.1885197,99.27037779,987.801879,541.0741097,254.7974491,558.0212987,292.72427,46.08013222,766.4200231,345.1700231,210.3826593
12/18/21,0,0,0,0,0,0.00,0.00,0,1.574958251,1.574958251,1.574958251,15.5,15.5,15.5,0.362887618,0.123546637,0.123546637,15.55,15.55,15.55,823.4528578,605.3528578,493.6370196,357.3370196,228.0370196,941.94,622.1877464,177.0576859,623.0755247,226.763478,100.845336,1003.301879,556.5741097,270.2974491,558.3841863,292.8478166,46.20367885,781.9700231,360.7200231,225.9326593
12/19/21,0,0,0,0,0,0.00,0.00,0,0.115838242,0.115838242,0.115838242,9.5,9.5,9.5,0.219325222,0.138422607,0.138422607,9.550291792,9.550291792,9.550291792,823.4528578,605.3528578,493.6370196,357.3370196,228.0370196,941.94,622.1877464,177.0576859,623.1913629,226.8793162,100.9611743,1012.801879,566.0741097,279.7974491,558.6035116,292.9862392,46.34210146,791.5203149,370.2703149,235.4829511
12/20/21,0,0,0,0,0,0.00,0.00,0,0,0,0,0.479157316,0.479157316,0.479157316,0,0,0,0.183871879,0.183871879,0.183871879,823.4528578,605.3528578,493.6370196,357.3370196,228.0370196,941.94,622.1877464,177.0576859,623.1913629,226.8793162,100.9611743,1013.281036,566.5532671,280.2766064,558.6035116,292.9862392,46.34210146,791.7041868,370.4541868,235.6668229
12/21/21,0,0,0,0,0,0.13,0.13,0.133024256,0,0,0,0.097714834,0.097714834,0.097714834,0,0,0,0.278979566,0.278979566,0.278979566,823.4528578,605.3528578,493.6370196,357.3370196,228.0370196,942.07,622.3207707,177.1907102,623.1913629,226.8793162,100.9611743,1013.378751,566.6509819,280.3743212,558.6035116,292.9862392,46.34210146,791.9831664,370.7331664,235.9458025
12/22/21,0,0,0,0,0,0.02,0.02,0.021225285,0,0,0,0.108609574,0.108609574,0.108609574,0,0,0,2.725348804,2.725348804,2.725348804,823.4528578,605.3528578,493.6370196,357.3370196,228.0370196,942.09,622.341996,177.2119355,623.1913629,226.8793162,100.9611743,1013.487361,566.7595915,280.4829308,558.6035116,292.9862392,46.34210146,794.7085152,373.4585152,238.6711513
12/23/21,0,0,0,0,0,0.00,0.00,0,0,0,0,1.991754557,1.991754557,1.991754557,0,0,0,0,0,0,823.4528578,605.3528578,493.6370196,357.3370196,228.0370196,942.09,622.341996,177.2119355,623.1913629,226.8793162,100.9611743,1015.479115,568.751346,282.4746853,558.6035116,292.9862392,46.34210146,794.7085152,373.4585152,238.6711513
12/24/21,0,0,0,0,0,0.00,0.00,0,0,0,0,0.115838242,0.115838242,0.115838242,1.184069323,0,0,5.57970207,5.57970207,5.57970207,823.4528578,605.3528578,493.6370196,357.3370196,228.0370196,942.09,622.341996,177.2119355,623.1913629,226.8793162,100.9611743,1015.594953,568.8671843,282.5905236,559.7875809,292.9862392,46.34210146,800.2882172,379.0382172,244.2508534
12/25/21,0,0,0,0,0,0.00,0.00,0,1.880855552,1.880855552,1.880855552,5.58338825,5.58338825,5.58338825,8.847893779,0.483771701,0.483771701,14.45,14.45,14.45,823.4528578,605.3528578,493.6370196,357.3370196,228.0370196,942.09,622.341996,177.2119355,625.0722185,228.7601718,102.8420298,1021.178342,574.4505725,288.1739118,568.6354747,293.4700109,46.82587316,814.7382172,393.4882172,258.7008534
12/26/21,0,0,0,0,0,0.03,0.03,0.025993231,0,0,0,16,16,16,1.967661735,3.401833476,3.401833476,8.216956543,8.216956543,8.216956543,823.4528578,605.3528578,493.6370196,357.3370196,228.0370196,942.12,622.3679892,177.2379287,625.0722185,228.7601718,102.8420298,1037.178342,590.4505725,304.1739118,570.6031364,296.8718444,50.22770664,822.9551738,401.7051738,266.9178099
12/27/21,0,0,0,0,0,0.00,0.00,0,0,0,0,7.122855052,7.122855052,7.122855052,0,3.292682478,3.292682478,0.421613552,0.421613552,0.421613552,823.4528578,605.3528578,493.6370196,357.3370196,228.0370196,942.12,622.3679892,177.2379287,625.0722185,228.7601718,102.8420298,1044.301197,597.5734276,311.2967669,570.6031364,300.1645269,53.52038912,823.3767873,402.1267873,267.3394235
12/28/21,0,0,0,0,0,0.71,0.71,0.712124069,0,0,0,0,0,0,0.255403026,2.657568897,2.657568897,7.653222078,7.653222078,7.653222078,823.4528578,605.3528578,493.6370196,357.3370196,228.0370196,942.83,623.0801133,177.9500528,625.0722185,228.7601718,102.8420298,1044.301197,597.5734276,311.2967669,570.8585394,302.8220958,56.17795801,831.0300094,409.7800094,274.9926456
12/29/21,0,0,0,0,0,0.00,0.00,0,0.305692706,0.305692706,0.305692706,7.605507167,7.605507167,7.605507167,2.60121039,4.626104331,4.626104331,11.65,11.65,11.65,823.4528578,605.3528578,493.6370196,357.3370196,228.0370196,942.83,623.0801133,177.9500528,625.3779112,229.0658645,103.1477225,1051.906704,605.1789347,318.9022741,573.4597498,307.4482001,60.80406234,842.6800094,421.4300094,286.6426456
12/30/21,0,0,0,0,0,0.99,0.99,0.993196027,1.376043121,1.376043121,1.376043121,10.5,10.5,10.5,4.35,5.25,5.25,10.45,10.45,10.45,823.4528578,605.3528578,493.6370196,357.3370196,228.0370196,943.82,624.0733093,178.9432488,626.7539543,230.4419076,104.5237657,1062.406704,615.6789347,329.4022741,577.8097498,312.6982001,66.05406234,853.1300094,431.8800094,297.0926456
12/31/21,0,0,0,0,0,1.95,1.95,1.951263269,4.604313682,4.604313682,4.604313682,10,10,10,5.345616144,10,10,10.4,10.4,10.4,823.4528578,605.3528578,493.6370196,357.3370196,228.0370196,945.77,626.0245725,180.8945121,631.358268,235.0462213,109.1280793,1072.406704,625.6789347,339.4022741,583.155366,322.6982001,76.05406234,863.5300094,442.2800094,307.4926456
1/1/22,0.08361898,0.08361898,0.08361898,0.08361898,0.08361898,4.05,4.05,4.05,5.281504497,5.281504497,5.281504497,15,15,15,9.95,15.65,15.65,21.25,21.25,21.25,823.5364768,605.4364768,493.7206386,357.4206386,228.1206386,949.82,630.0745725,184.9445121,636.6397725,240.3277258,114.4095838,1087.406704,640.6789347,354.4022741,593.105366,338.3482001,91.70406234,884.7800094,463.5300094,328.7426456
1/2/22,0,0,0,0,0,1.07,1.07,1.06867524,2.754856702,2.754856702,2.754856702,18,18,18,3.025477707,5.432531524,5.432531524,17.65,17.65,17.65,823.5364768,605.4364768,493.7206386,357.4206386,228.1206386,950.89,631.1432478,186.0131873,639.3946292,243.0825825,117.1644405,1105.406704,658.6789347,372.4022741,596.1308437,343.7807316,97.13659387,902.4300094,481.1800094,346.3926456
1/3/22,0,0,0,0,0,0.00,0.00,0,0,0,0,9.091468386,9.091468386,9.091468386,0,0,0,1.45694226,1.45694226,1.45694226,823.5364768,605.4364768,493.7206386,357.4206386,228.1206386,950.89,631.1432478,186.0131873,639.3946292,243.0825825,117.1644405,1114.498172,667.7704031,381.4937424,596.1308437,343.7807316,97.13659387,903.8869517,482.6369517,347.8495878
1/4/22,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,823.5364768,605.4364768,493.7206386,357.4206386,228.1206386,950.89,631.1432478,186.0131873,639.3946292,243.0825825,117.1644405,1114.498172,667.7704031,381.4937424,596.1308437,343.7807316,97.13659387,903.8869517,482.6369517,347.8495878
1/5/22,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0.054419029,0,0,0.603965588,0.603965588,0.603965588,823.5364768,605.4364768,493.7206386,357.4206386,228.1206386,950.89,631.1432478,186.0131873,639.3946292,243.0825825,117.1644405,1114.498172,667.7704031,381.4937424,596.1852627,343.7807316,97.13659387,904.4909173,483.2409173,348.4535534
1/6/22,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.800867948,0.800867948,0.800867948,823.5364768,605.4364768,493.7206386,357.4206386,228.1206386,950.89,631.1432478,186.0131873,639.3946292,243.0825825,117.1644405,1114.498172,667.7704031,381.4937424,596.1852627,343.7807316,97.13659387,905.2917852,484.0417852,349.2544214
1/7/22,0,0,0,0,0,0.00,0.00,0,0,0,0,0.11203413,0.11203413,0.11203413,0,0,0,0,0,0,823.5364768,605.4364768,493.7206386,357.4206386,228.1206386,950.89,631.1432478,186.0131873,639.3946292,243.0825825,117.1644405,1114.610206,667.8824373,381.6057766,596.1852627,343.7807316,97.13659387,905.2917852,484.0417852,349.2544214
1/8/22,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,823.5364768,605.4364768,493.7206386,357.4206386,228.1206386,950.89,631.1432478,186.0131873,639.3946292,243.0825825,117.1644405,1114.610206,667.8824373,381.6057766,596.1852627,343.7807316,97.13659387,905.2917852,484.0417852,349.2544214
1/9/22,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.377094844,0.377094844,1.406876244,1.406876244,1.406876244,823.5364768,605.4364768,493.7206386,357.4206386,228.1206386,950.89,631.1432478,186.0131873,639.3946292,243.0825825,117.1644405,1114.610206,667.8824373,381.6057766,596.1852627,344.1578264,97.51368871,906.6986615,485.4486615,350.6612976
1/10/22,0,0,0,0,0,0.00,0.00,0,0,0,0,1.627811211,1.627811211,1.627811211,0,0.2598388,0.2598388,1.069962725,1.069962725,1.069962725,823.5364768,605.4364768,493.7206386,357.4206386,228.1206386,950.89,631.1432478,186.0131873,639.3946292,243.0825825,117.1644405,1116.238018,669.5102485,383.2335878,596.1852627,344.4176652,97.77352751,907.7686242,486.5186242,351.7312603
1/11/22,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,823.5364768,605.4364768,493.7206386,357.4206386,228.1206386,950.89,631.1432478,186.0131873,639.3946292,243.0825825,117.1644405,1116.238018,669.5102485,383.2335878,596.1852627,344.4176652,97.77352751,907.7686242,486.5186242,351.7312603
1/12/22,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0.441294816,0,0,0.563230045,0.563230045,0.563230045,823.5364768,605.4364768,493.7206386,357.4206386,228.1206386,950.89,631.1432478,186.0131873,639.3946292,243.0825825,117.1644405,1116.238018,669.5102485,383.2335878,596.6265575,344.4176652,97.77352751,908.3318542,487.0818542,352.2944904
1/13/22,0,0,0,0,0,0.05,0.05,0.052288344,0,0,0,0.82116867,0.82116867,0.82116867,1.114068978,2.163501625,2.163501625,2.398504624,2.398504624,2.398504624,823.5364768,605.4364768,493.7206386,357.4206386,228.1206386,950.94,631.1955361,186.0654757,639.3946292,243.0825825,117.1644405,1117.059186,670.3314171,384.0547565,597.7406265,346.5811669,99.93702914,910.7303589,489.4803589,354.692995
1/14/22,0,0,0,0,0,0.00,0.00,0,0,0,0,2.561249713,2.561249713,2.561249713,0,2.043615616,2.043615616,2.775598527,2.775598527,2.775598527,823.5364768,605.4364768,493.7206386,357.4206386,228.1206386,950.94,631.1955361,186.0654757,639.3946292,243.0825825,117.1644405,1119.620436,672.8926668,386.6160062,597.7406265,348.6247825,101.9806448,913.5059574,492.2559574,357.4685935
1/15/22,0,0,0,0,0,0.00,0.00,0,0,0,0,1.25628129,1.25628129,1.25628129,0,3.265837982,3.265837982,0,0,0,823.5364768,605.4364768,493.7206386,357.4206386,228.1206386,950.94,631.1955361,186.0654757,639.3946292,243.0825825,117.1644405,1120.876717,674.1489481,387.8722875,597.7406265,351.8906205,105.2464827,913.5059574,492.2559574,357.4685935
1/16/22,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,3.463551097,3.463551097,3.463551097,823.5364768,605.4364768,493.7206386,357.4206386,228.1206386,950.94,631.1955361,186.0654757,639.3946292,243.0825825,117.1644405,1120.876717,674.1489481,387.8722875,597.7406265,351.8906205,105.2464827,916.9695085,495.7195085,360.9321446
1/17/22,0,0,0,0,0,0.13,0.13,0.126313999,0,0,0,0.086644104,0.086644104,0.086644104,0,0.227030449,0.227030449,4.456184714,4.456184714,4.456184714,823.5364768,605.4364768,493.7206386,357.4206386,228.1206386,951.07,631.3218501,186.1917897,639.3946292,243.0825825,117.1644405,1120.963361,674.2355922,387.9589316,597.7406265,352.1176509,105.4735132,921.4256932,500.1756932,365.3883293
1/18/22,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,823.5364768,605.4364768,493.7206386,357.4206386,228.1206386,951.07,631.3218501,186.1917897,639.3946292,243.0825825,117.1644405,1120.963361,674.2355922,387.9589316,597.7406265,352.1176509,105.4735132,921.4256932,500.1756932,365.3883293
1/19/22,0,0,0,0,0,0.15,0.15,0.148201157,0,0,0,0,0,0,1.031312707,0,0,3.526050695,3.526050695,3.526050695,823.5364768,605.4364768,493.7206386,357.4206386,228.1206386,951.22,631.4700513,186.3399908,639.3946292,243.0825825,117.1644405,1120.963361,674.2355922,387.9589316,598.7719392,352.1176509,105.4735132,924.9517439,503.7017439,368.91438
1/20/22,0,0,0,0,0,0.00,0.00,0,0,0,0,4.380855552,4.380855552,4.380855552,0,0,0,2.624996764,2.624996764,2.624996764,823.5364768,605.4364768,493.7206386,357.4206386,228.1206386,951.22,631.4700513,186.3399908,639.3946292,243.0825825,117.1644405,1125.344217,678.6164478,392.3397871,598.7719392,352.1176509,105.4735132,927.5767407,506.3267407,371.5393768
1/21/22,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,823.5364768,605.4364768,493.7206386,357.4206386,228.1206386,951.22,631.4700513,186.3399908,639.3946292,243.0825825,117.1644405,1125.344217,678.6164478,392.3397871,598.7719392,352.1176509,105.4735132,927.5767407,506.3267407,371.5393768
1/22/22,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,823.5364768,605.4364768,493.7206386,357.4206386,228.1206386,951.22,631.4700513,186.3399908,639.3946292,243.0825825,117.1644405,1125.344217,678.6164478,392.3397871,598.7719392,352.1176509,105.4735132,927.5767407,506.3267407,371.5393768
1/23/22,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,823.5364768,605.4364768,493.7206386,357.4206386,228.1206386,951.22,631.4700513,186.3399908,639.3946292,243.0825825,117.1644405,1125.344217,678.6164478,392.3397871,598.7719392,352.1176509,105.4735132,927.5767407,506.3267407,371.5393768
1/24/22,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.029774778,0.029774778,0.029774778,823.5364768,605.4364768,493.7206386,357.4206386,228.1206386,951.22,631.4700513,186.3399908,639.3946292,243.0825825,117.1644405,1125.344217,678.6164478,392.3397871,598.7719392,352.1176509,105.4735132,927.6065154,506.3565154,371.5691516
1/25/22,0,0,0,0,0,0.00,0.00,0,0,0,0,0.120094744,0.120094744,0.120094744,0,2.00213607,2.00213607,0.773026393,0.773026393,0.773026393,823.5364768,605.4364768,493.7206386,357.4206386,228.1206386,951.22,631.4700513,186.3399908,639.3946292,243.0825825,117.1644405,1125.464312,678.7365425,392.4598819,598.7719392,354.119787,107.4756493,928.3795418,507.1295418,372.342178
1/26/22,0,0,0,0,0,0.00,0.00,0,0,0,0,1.500591545,1.500591545,1.500591545,0,0.507933991,0.507933991,0,0,0,823.5364768,605.4364768,493.7206386,357.4206386,228.1206386,951.22,631.4700513,186.3399908,639.3946292,243.0825825,117.1644405,1126.964903,680.2371341,393.9604734,598.7719392,354.627721,107.9835832,928.3795418,507.1295418,372.342178
1/27/22,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,2.37946037,2.37946037,0,0,0,823.5364768,605.4364768,493.7206386,357.4206386,228.1206386,951.22,631.4700513,186.3399908,639.3946292,243.0825825,117.1644405,1126.964903,680.2371341,393.9604734,598.7719392,357.0071814,110.3630436,928.3795418,507.1295418,372.342178
1/28/22,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.020553539,0.020553539,0.020553539,823.5364768,605.4364768,493.7206386,357.4206386,228.1206386,951.22,631.4700513,186.3399908,639.3946292,243.0825825,117.1644405,1126.964903,680.2371341,393.9604734,598.7719392,357.0071814,110.3630436,928.4000954,507.1500954,372.3627315
1/29/22,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,823.5364768,605.4364768,493.7206386,357.4206386,228.1206386,951.22,631.4700513,186.3399908,639.3946292,243.0825825,117.1644405,1126.964903,680.2371341,393.9604734,598.7719392,357.0071814,110.3630436,928.4000954,507.1500954,372.3627315
1/30/22,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,823.5364768,605.4364768,493.7206386,357.4206386,228.1206386,951.22,631.4700513,186.3399908,639.3946292,243.0825825,117.1644405,1126.964903,680.2371341,393.9604734,598.7719392,357.0071814,110.3630436,928.4000954,507.1500954,372.3627315
1/31/22,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,823.5364768,605.4364768,493.7206386,357.4206386,228.1206386,951.22,631.4700513,186.3399908,639.3946292,243.0825825,117.1644405,1126.964903,680.2371341,393.9604734,598.7719392,357.0071814,110.3630436,928.4000954,507.1500954,372.3627315
2/1/22,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0.121631429,0.121631429,0.121631429,823.5364768,605.4364768,493.7206386,357.4206386,228.1206386,951.22,631.4700513,186.3399908,639.3946292,243.0825825,117.1644405,1126.964903,680.2371341,393.9604734,598.7719392,357.0071814,110.3630436,928.5217268,507.2717268,372.4843629
2/2/22,0.220018642,0.220018642,0.220018642,0.220018642,0.220018642,0.01,0.01,0.005372421,0,0,0,0.097714834,0.097714834,0.097714834,0.056288038,1.871995943,1.871995943,3.160153499,3.160153499,3.160153499,823.7564955,605.6564955,493.9406572,357.6406572,228.3406572,951.23,631.4754237,186.3453632,639.3946292,243.0825825,117.1644405,1127.062618,680.3348489,394.0581882,598.8282272,358.8791773,112.2350396,931.6818803,510.4318803,375.6445164
2/3/22,0,0,0,0,0,0.41,0.41,0.407589704,0,0,0,2.499307264,2.499307264,2.499307264,0,1.42830957,1.42830957,7.742487669,7.742487669,7.742487669,823.7564955,605.6564955,493.9406572,357.6406572,228.3406572,951.64,631.8830134,186.7529529,639.3946292,243.0825825,117.1644405,1129.561925,682.8341562,396.5574955,598.8282272,360.3074869,113.6633491,939.424368,518.174368,383.3870041
2/4/22,0,0,0,0,0,0.00,0.00,0,0,0,0,11,11,11,0,0.435748992,0.435748992,10.06526501,10.06526501,10.06526501,823.7564955,605.6564955,493.9406572,357.6406572,228.3406572,951.64,631.8830134,186.7529529,639.3946292,243.0825825,117.1644405,1140.561925,693.8341562,407.5574955,598.8282272,360.7432359,114.0990981,949.489633,528.239633,393.4522691
2/5/22,0,0,0,0,0,0.00,0.00,0,0,0,0,5.189220311,5.189220311,5.189220311,0,2.255368527,2.255368527,0,0,0,823.7564955,605.6564955,493.9406572,357.6406572,228.3406572,951.64,631.8830134,186.7529529,639.3946292,243.0825825,117.1644405,1145.751146,699.0233765,412.7467158,598.8282272,362.9986044,116.3544666,949.489633,528.239633,393.4522691
2/6/22,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,6.949918066,6.949918066,0,0,0,823.7564955,605.6564955,493.9406572,357.6406572,228.3406572,951.64,631.8830134,186.7529529,639.3946292,243.0825825,117.1644405,1145.751146,699.0233765,412.7467158,598.8282272,369.9485225,123.3043847,949.489633,528.239633,393.4522691
2/7/22,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,10.02832954,10.02832954,0.197706758,0.197706758,0.197706758,823.7564955,605.6564955,493.9406572,357.6406572,228.3406572,951.64,631.8830134,186.7529529,639.3946292,243.0825825,117.1644405,1145.751146,699.0233765,412.7467158,598.8282272,379.976852,133.3327143,949.6873397,528.4373397,393.6499759
2/8/22,0,0,0,0,0,0.63,0.63,0.629416434,0,0,0,0.563903077,0.563903077,0.563903077,0,0.411230705,0.411230705,1.551148445,1.551148445,1.551148445,823.7564955,605.6564955,493.9406572,357.6406572,228.3406572,952.27,632.5124298,187.3823694,639.3946292,243.0825825,117.1644405,1146.315049,699.5872796,413.3106189,598.8282272,380.3880827,133.743945,951.2384882,529.9884882,395.2011243
2/9/22,0,0,0,0,0,0.29,0.29,0.294095383,0,0,0,1.038577238,1.038577238,1.038577238,2.56452003,0.724921645,0.724921645,4.688874273,4.688874273,4.688874273,823.7564955,605.6564955,493.9406572,357.6406572,228.3406572,952.56,632.8065252,187.6764648,639.3946292,243.0825825,117.1644405,1147.353626,700.6258568,414.3491961,601.3927473,381.1130043,134.4688666,955.9273624,534.6773624,399.8899986
